date,article_count,sentiment_score,sentiment_positive,sentiment_negative,sentiment_neutral
2020-01-13,3,0.3452906357124448,0.367475060125192,0.022184424412747223,0.6103405250857273
2020-01-14,11,0.3551689237356186,0.46369261193004524,0.10852368819442662,0.42778368277305906
2020-01-15,5,-0.1800302505493164,0.22025095839053394,0.4002812089398503,0.37946786768734453
2020-01-16,17,0.028366674176033807,0.3481510585612234,0.3197843843851896,0.3320645611075794
2020-01-17,10,-0.04322453616186976,0.2516149029135704,0.2948394390754402,0.4535456635057926
2020-01-18,5,0.3529541175812483,0.36643165349960327,0.013477535918354988,0.6200908042490483
2020-01-19,14,0.6244024409513388,0.6905589715710708,0.06615653061973197,0.24328449168907745
2020-01-20,3,0.5976602425798774,0.6465102732181549,0.04885003063827753,0.30463973929484683
2020-01-21,5,0.050539857149124144,0.08631572723388672,0.03577587008476257,0.8779083847999573
2020-01-22,4,0.18490859679877758,0.401845695450902,0.2169370986521244,0.3812172096222639
2020-01-23,8,-0.19210195960476995,0.1502262104768306,0.34232817008160055,0.5074456031434238
2020-01-24,10,0.10224031289108097,0.2721075088717043,0.16986719598062336,0.5580253165215254
2020-01-25,7,0.3331817713166986,0.3833912243800504,0.05020945306335177,0.5663992954151971
2020-01-26,8,-0.8141655704239383,0.03289233148097992,0.8470579019049183,0.12004977674223483
2020-01-27,5,0.005902982503175736,0.043382175639271735,0.037479193136096,0.9191386461257934
2020-01-28,3,0.3282538466155529,0.35665758699178696,0.028403740376234055,0.6149386862913767
2020-01-29,5,0.09395787995308638,0.353087692707777,0.25912981275469066,0.38778249472379683
2020-01-30,6,-0.013122192894419035,0.2552195017536481,0.2683416946480672,0.4764387992521127
2020-01-31,45,0.33768129053836066,0.5026976852988203,0.16501639476045965,0.33228591475635766
2020-02-01,61,-0.26993825750761347,0.2011182741033005,0.47105653161091393,0.3278251939651663
2020-03-24,40,0.5296675138641149,0.6579650635598228,0.12829754969570786,0.2137373693520203
2020-03-25,13,0.0877210095954629,0.2382104894003043,0.15048947980484137,0.6113000377439536
