date,article_count,sentiment_score,sentiment_positive,sentiment_negative,sentiment_neutral
2020-01-29,8,0.14174779306631535,0.27891139942221344,0.13716360635589808,0.5839249999262393
2020-01-30,82,-0.5156113028231009,0.09771423841395029,0.6133255412370512,0.28896022926470855
2020-01-31,56,-0.24406851858033665,0.14956789967670506,0.3936364182570417,0.45679568783712704
2020-02-01,39,0.1615949306780329,0.406844727981549,0.24524979730351612,0.3479054648047074
2020-02-20,102,0.012590999422850562,0.235837567707195,0.22324656828434444,0.5409158624927787
2020-02-21,60,-0.033140754078825316,0.1592564129891495,0.1923971670679748,0.648346425468723
2020-02-22,38,0.07942251839037788,0.20407919661681118,0.1246566782264333,0.6712641261125866
2020-03-27,47,-0.1925333750018097,0.25880426225906356,0.4513376372608733,0.28985810153027797
2020-03-28,12,0.2800113552560409,0.4078615131632735,0.12785015790723264,0.46428833839794
2020-03-29,22,0.2026707409373061,0.3716409116644751,0.16897017072716897,0.45938890596682375
2020-03-30,28,0.25099775082032594,0.29172059833737357,0.04072284751704761,0.6675565540790558
2020-03-31,78,0.2921815356717278,0.36898298212924063,0.07680144645751287,0.5542155726072497
2020-04-01,17,0.1805119946708574,0.34535460228867393,0.1648426076178165,0.4898027948596898
2020-04-17,8,0.4234796871896833,0.46125157037749887,0.03777188318781555,0.500976549461484
2020-04-18,7,-0.14861041839633668,0.07251115143299103,0.2211215698293277,0.7063672840595245
2020-04-19,6,0.4751389582330982,0.5247649401426315,0.049625981909533344,0.4256090670824051
2020-04-20,27,-0.020442170125466806,0.2243381074319283,0.24478027755739512,0.5308816157005452
2020-04-21,42,-0.37866851678561597,0.1334478913673333,0.5121164081529492,0.3544357005240662
2020-04-22,50,0.2093245615810156,0.25026033096015454,0.040935769379138946,0.7088038848340511
2020-04-23,29,0.2930269991208253,0.4363091086711863,0.14328210955036097,0.4204087672305518
2020-04-24,27,0.14054005341259418,0.2712932341490631,0.1307531807364689,0.5979535849420009
2020-04-25,8,0.17486577125964686,0.2854752771090716,0.11060950584942475,0.6039152052253485
2020-05-28,57,0.14143299354697791,0.28032112530056846,0.13888813175359055,0.5807907512052017
2020-05-29,78,0.36581083385942453,0.5034887576356339,0.13767792377620935,0.3588333391966537
2020-05-30,7,0.14941636007279158,0.30806641719703165,0.15865005712424005,0.5332835178290095
2020-05-31,21,0.5297674710108411,0.5881190334579774,0.05835156244713636,0.3535294082193148
2020-06-01,15,-0.30790219381451606,0.15697193692127864,0.4648741307357947,0.37815392625828587
2020-07-30,105,-0.1330155886887085,0.21766445839866286,0.3506800470873713,0.431655480482039
2020-07-31,64,0.14963021963194478,0.29184975419775583,0.14221953456581105,0.5659307221649215
2020-08-01,14,0.0717277663227703,0.2109372312469142,0.1392094649241439,0.6498532955135617
2020-08-31,8,-0.10859246039763093,0.14306109817698598,0.2516535585746169,0.605285334168002
2020-09-01,197,0.18397283415560645,0.3506009435744455,0.16662810941883907,0.48277094873226234
2020-09-23,47,-0.33052710299082894,0.16774702375318776,0.49827412674401667,0.33397885265344
2020-09-24,35,-0.286787898159985,0.10936377124328699,0.396151669403272,0.4944845630654267
2020-09-25,79,0.35442811876676883,0.532760941069809,0.17833282230304012,0.28890624260411985
2020-09-26,11,-0.05607411197640679,0.11614844897253947,0.17222256094894625,0.7116289883852005
2020-10-18,17,-0.2086212979081799,0.37334553113974195,0.5819668290479219,0.04468763740185429
2020-10-19,11,0.47193198871206155,0.6418942455202341,0.16996225680817256,0.1881434844637459
2020-10-21,29,0.40299203111950693,0.5556869749300952,0.15269494381058832,0.2916180961604776
2020-10-22,29,-0.2915272047614743,0.15862047881016444,0.45014768357163876,0.3912318515880355
2020-10-23,12,-0.036858474680533014,0.38587040865483385,0.42272888333536685,0.191400699938337
2020-10-24,2,0.39346926286816597,0.40438541769981384,0.010916154831647873,0.5846984535455704
2020-11-01,18,-0.46177523290841943,0.08791843400750723,0.5496936669159267,0.36238789548062617
2020-11-23,17,0.4544132776448832,0.5050886985571945,0.05067542091231136,0.4442358755451791
2020-11-24,28,0.5360934371793908,0.6390756348347557,0.10298219765536487,0.25794219139165114
2020-11-25,28,-0.27899577408762916,0.17703717218578927,0.4560329462734184,0.3669298859978361
2020-11-26,36,0.2002078262416439,0.35247422529694933,0.15226639905530545,0.495259379916307
2020-11-27,13,-0.05713445535646035,0.1169016520994214,0.17403610745588174,0.7090622178063943
